#name	status	length	unknown percent	pvalue brute	pvalue corrected	number of convergent sites	convergent sites
PDCL3	 	148	0.00e+00	1.0000e+00	1.1882e+00	0
PDE6D	 	121	0.00e+00	1.0000e+00	1.1880e+00	0
PDIA4	 	146	0.00e+00	1.0000e+00	1.1878e+00	0
PDIK1L	 	336	0.00e+00	1.0000e+00	1.1875e+00	0
PDILT	 	146	0.00e+00	1.0000e+00	1.1873e+00	0
PDLIM1	 	83	0.00e+00	1.0000e+00	1.1871e+00	0
PDLIM2	 	54	0.00e+00	1.0000e+00	1.1869e+00	0
PDLIM3	 	114	0.00e+00	1.0000e+00	1.1867e+00	0
PDLIM5	 	196	0.00e+00	1.0000e+00	1.1864e+00	0
PDSS2	 	245	0.00e+00	1.0000e+00	1.1862e+00	0
PDZD7	 	45	0.00e+00	1.0000e+00	1.1860e+00	0
PDZD9	 	94	0.00e+00	1.0000e+00	1.1858e+00	0
PELI1	 	336	0.00e+00	1.0000e+00	1.1855e+00	0
PENK	 	173	0.00e+00	1.0000e+00	1.1853e+00	0
PEX11B	 	116	0.00e+00	1.0000e+00	1.1851e+00	0
PFKFB1	 	111	0.00e+00	1.0000e+00	1.1849e+00	0
PFN4	 	90	0.00e+00	1.0000e+00	1.1847e+00	0
PGC	 	26	0.00e+00	1.0000e+00	1.1844e+00	0
PGF	 	41	0.00e+00	1.0000e+00	1.1842e+00	0
PGGT1B	 	202	0.00e+00	1.0000e+00	1.1840e+00	0
PGLYRP2	 	100	0.00e+00	1.0000e+00	1.1838e+00	0
PGM3	 	360	0.00e+00	1.0000e+00	1.1836e+00	0
PHC2	 	75	0.00e+00	1.0000e+00	1.1833e+00	0
PHF13	 	106	0.00e+00	1.0000e+00	1.1831e+00	0
PHF19	 	164	0.00e+00	1.0000e+00	1.1829e+00	0
PHF5A	 	77	0.00e+00	1.0000e+00	1.1827e+00	0
PHF6	 	180	0.00e+00	1.0000e+00	1.1824e+00	0
PHYHIPL	 	218	0.00e+00	1.0000e+00	1.1822e+00	0
PI4KB	 	122	0.00e+00	1.0000e+00	1.1820e+00	0
PIAS2	 	197	0.00e+00	1.0000e+00	1.1818e+00	0
PICALM	 	483	0.00e+00	1.0000e+00	1.1816e+00	0
PID1	 	94	0.00e+00	1.0000e+00	1.1813e+00	0
PIGF	 	144	0.00e+00	1.0000e+00	1.1811e+00	0
PIGK	 	93	0.00e+00	1.0000e+00	1.1809e+00	0
PIGL	 	21	0.00e+00	1.0000e+00	1.1807e+00	0
PIGX	 	25	0.00e+00	1.0000e+00	1.1805e+00	0
PIGZ	 	29	0.00e+00	1.0000e+00	1.1802e+00	0
PIK3IP1	 	37	0.00e+00	1.0000e+00	1.1800e+00	0
PIM1	 	71	0.00e+00	1.0000e+00	1.1798e+00	0
PIM2	 	69	0.00e+00	1.0000e+00	1.1796e+00	0
PIN4	 	64	0.00e+00	1.0000e+00	1.1794e+00	0
PIP4K2B	 	220	0.00e+00	1.0000e+00	1.1791e+00	0
PIP5KL1	 	30	0.00e+00	1.0000e+00	1.1789e+00	0
PITHD1	 	177	0.00e+00	1.0000e+00	1.1787e+00	0
PITX2	 	58	0.00e+00	1.0000e+00	1.1785e+00	0
PKD2L1	 	60	0.00e+00	1.0000e+00	1.1783e+00	0
PKD2L2	 	258	0.00e+00	1.0000e+00	1.1780e+00	0
PKP4	 	10	0.00e+00	1.0000e+00	1.1778e+00	0
PLA2G10	 	47	0.00e+00	1.0000e+00	1.1776e+00	0
PLA2G12B	 	83	0.00e+00	1.0000e+00	1.1774e+00	0
PLA2G1B	 	35	0.00e+00	1.0000e+00	1.1772e+00	0
PLA2G3	 	134	0.00e+00	1.0000e+00	1.1770e+00	0
PLA2G7	 	183	0.00e+00	1.0000e+00	1.1767e+00	0
PLAC8L1	 	74	0.00e+00	1.0000e+00	1.1765e+00	0
PLAG1	 	75	0.00e+00	1.0000e+00	1.1763e+00	0
PLAT	 	184	0.00e+00	1.0000e+00	1.1761e+00	0
PLAUR	 	20	0.00e+00	1.0000e+00	1.1759e+00	0
PLBD1	 	229	0.00e+00	1.0000e+00	1.1756e+00	0
PLCG1	 	13	0.00e+00	1.0000e+00	1.1754e+00	0
PLCXD3	 	277	0.00e+00	1.0000e+00	1.1752e+00	0
PLD2	 	146	0.00e+00	1.0000e+00	1.1750e+00	0
PLD3	 	92	0.00e+00	1.0000e+00	1.1748e+00	0
PLEK	 	70	0.00e+00	1.0000e+00	1.1746e+00	0
PLEKHA1	 	151	0.00e+00	1.0000e+00	1.1743e+00	0
PLEKHD1	 	112	0.00e+00	1.0000e+00	1.1741e+00	0
PLEKHF2	 	200	0.00e+00	1.0000e+00	1.1739e+00	0
PLEKHG3	 	55	0.00e+00	1.0000e+00	1.1737e+00	0
PLEKHS1	 	119	0.00e+00	1.0000e+00	1.1735e+00	0
PLGRKT	 	83	0.00e+00	1.0000e+00	1.1732e+00	0
PLIN2	 	171	0.00e+00	1.0000e+00	1.1730e+00	0
PLLP	 	56	0.00e+00	1.0000e+00	1.1728e+00	0
PLN	 	47	0.00e+00	1.0000e+00	1.1726e+00	0
PLPP1	 	54	0.00e+00	1.0000e+00	1.1724e+00	0
PLXDC2	 	113	0.00e+00	1.0000e+00	1.1722e+00	0
PM20D1	 	257	0.00e+00	1.0000e+00	1.1719e+00	0
PMCH	 	93	0.00e+00	1.0000e+00	1.1717e+00	0
PMP22	 	46	0.00e+00	1.0000e+00	1.1715e+00	0
PMP2	 	114	0.00e+00	1.0000e+00	1.1713e+00	0
PMVK	 	2	0.00e+00	1.0000e+00	1.1711e+00	0
PNKD	 	32	0.00e+00	1.0000e+00	1.1709e+00	0
PNKP	 	75	0.00e+00	1.0000e+00	1.1706e+00	0
PNLDC1	 	52	0.00e+00	1.0000e+00	1.1704e+00	0
PNMT	 	129	0.00e+00	1.0000e+00	1.1702e+00	0
PNPLA1	 	70	0.00e+00	1.0000e+00	1.1700e+00	0
PNPT1	 	341	0.00e+00	1.0000e+00	1.1698e+00	0
POC1B	 	219	0.00e+00	1.0000e+00	1.1696e+00	0
POC5	 	230	0.00e+00	1.0000e+00	1.1693e+00	0
POFUT1	 	35	0.00e+00	1.0000e+00	1.1691e+00	0
POGK	 	28	0.00e+00	1.0000e+00	1.1689e+00	0
POGLUT1	 	173	0.00e+00	1.0000e+00	1.1687e+00	0
POLA2	 	110	0.00e+00	1.0000e+00	1.1685e+00	0
POLB	 	266	0.00e+00	1.0000e+00	1.1683e+00	0
POLD3	 	253	0.00e+00	1.0000e+00	1.1681e+00	0
POLDIP2	 	227	0.00e+00	1.0000e+00	1.1678e+00	0
POLR2H	 	99	0.00e+00	1.0000e+00	1.1676e+00	0
POLR3F	 	311	0.00e+00	1.0000e+00	1.1674e+00	0
PON1	 	148	0.00e+00	1.0000e+00	1.1672e+00	0
POP5	 	102	0.00e+00	1.0000e+00	1.1670e+00	0
POPDC2	 	65	0.00e+00	1.0000e+00	1.1668e+00	0
POU1F1	 	243	0.00e+00	1.0000e+00	1.1665e+00	0
POU4F2	 	249	0.00e+00	1.0000e+00	1.1663e+00	0
PPA1	 	77	0.00e+00	1.0000e+00	1.1661e+00	0
PPARA	 	24	0.00e+00	1.0000e+00	1.1659e+00	0
PPCDC	 	55	0.00e+00	1.0000e+00	1.1657e+00	0
PPCS	 	4	0.00e+00	1.0000e+00	1.1655e+00	0
PPEF1	 	62	0.00e+00	1.0000e+00	1.1653e+00	0
PPFIA4	 	192	0.00e+00	1.0000e+00	1.1650e+00	0
PPM1E	 	345	0.00e+00	1.0000e+00	1.1648e+00	0
PPM1L	 	95	0.00e+00	1.0000e+00	1.1646e+00	0
PPP1CB	 	268	0.00e+00	1.0000e+00	1.1644e+00	0
PPP1R17	 	27	0.00e+00	1.0000e+00	1.1642e+00	0
PPP1R1C	 	47	0.00e+00	1.0000e+00	1.1640e+00	0
PPP1R42	 	110	0.00e+00	1.0000e+00	1.1638e+00	0
PPP1R9A	 	66	0.00e+00	1.0000e+00	1.1635e+00	0
PPP2CA	 	209	0.00e+00	1.0000e+00	1.1633e+00	0
PPP2R1A	 	173	0.00e+00	1.0000e+00	1.1631e+00	0
PPP2R4	 	102	0.00e+00	1.0000e+00	1.1629e+00	0
PPP2R5A	 	275	0.00e+00	1.0000e+00	1.1627e+00	0
PPP2R5E	 	210	0.00e+00	1.0000e+00	1.1625e+00	0
PPP3CA	 	311	0.00e+00	1.0000e+00	1.1623e+00	0
PPP3CB	 	349	0.00e+00	1.0000e+00	1.1620e+00	0
PPP5C	 	30	0.00e+00	1.0000e+00	1.1618e+00	0
PPP6C	 	303	0.00e+00	1.0000e+00	1.1616e+00	0
PPT1	 	194	0.00e+00	1.0000e+00	1.1614e+00	0
PPT2	 	150	0.00e+00	1.0000e+00	1.1612e+00	0
PPTC7	 	104	0.00e+00	1.0000e+00	1.1610e+00	0
PRDM1	 	15	0.00e+00	1.0000e+00	1.1608e+00	0
PRDX4	 	123	0.00e+00	1.0000e+00	1.1606e+00	0
PRELID2	 	119	0.00e+00	1.0000e+00	1.1603e+00	0
PRKAG1	 	180	0.00e+00	1.0000e+00	1.1601e+00	0
PRKAR1A	 	319	0.00e+00	1.0000e+00	1.1599e+00	0
PRKAR2B	 	189	0.00e+00	1.0000e+00	1.1597e+00	0
PRKCI	 	257	0.00e+00	1.0000e+00	1.1595e+00	0
PRKG1	 	266	0.00e+00	1.0000e+00	1.1593e+00	0
PRMT2	 	13	0.00e+00	1.0000e+00	1.1591e+00	0
PRMT7	 	149	0.00e+00	1.0000e+00	1.1589e+00	0
PROC	 	10	0.00e+00	1.0000e+00	1.1586e+00	0
PROCR	 	107	0.00e+00	1.0000e+00	1.1584e+00	0
PROX2	 	120	0.00e+00	1.0000e+00	1.1582e+00	0
PRPF19	 	451	0.00e+00	1.0000e+00	1.1580e+00	0
PRPF8	 	1348	0.00e+00	1.0000e+00	1.1578e+00	0
PRPSAP2	 	125	0.00e+00	1.0000e+00	1.1576e+00	0
PRR14L	 	43	0.00e+00	1.0000e+00	1.1574e+00	0
PRR16	 	57	0.00e+00	1.0000e+00	1.1572e+00	0
PRR5L	 	115	0.00e+00	1.0000e+00	1.1570e+00	0
PRRX1	 	89	0.00e+00	1.0000e+00	1.1567e+00	0
PRSS37	 	119	0.00e+00	1.0000e+00	1.1565e+00	0
PRSS45	 	62	0.00e+00	1.0000e+00	1.1563e+00	0
PRSS48	 	33	0.00e+00	1.0000e+00	1.1561e+00	0
PRSS54	 	79	0.00e+00	1.0000e+00	1.1559e+00	0
PRUNE2	 	19	0.00e+00	1.0000e+00	1.1557e+00	0
PRUNE	 	75	0.00e+00	1.0000e+00	1.1555e+00	0
PSD	 	134	0.00e+00	1.0000e+00	1.1553e+00	0
PSEN1	 	265	0.00e+00	1.0000e+00	1.1551e+00	0
PSEN2	 	141	0.00e+00	1.0000e+00	1.1548e+00	0
PSIP1	 	23	0.00e+00	1.0000e+00	1.1546e+00	0
PSMA8	 	119	0.00e+00	1.0000e+00	1.1544e+00	0
PSMC1	 	362	0.00e+00	1.0000e+00	1.1542e+00	0
PSMC2	 	394	0.00e+00	1.0000e+00	1.1540e+00	0
PSMC4	 	280	0.00e+00	1.0000e+00	1.1538e+00	0
PSMC5	 	222	0.00e+00	1.0000e+00	1.1536e+00	0
PSMD11	 	293	0.00e+00	1.0000e+00	1.1534e+00	0
PSMD12	 	367	0.00e+00	1.0000e+00	1.1532e+00	0
PSMD13	 	63	0.00e+00	1.0000e+00	1.1529e+00	0
PSMD3	 	77	0.00e+00	1.0000e+00	1.1527e+00	0
PSMD4	 	116	0.00e+00	1.0000e+00	1.1525e+00	0
PSPC1	 	336	0.00e+00	1.0000e+00	1.1523e+00	0
PSPH	 	73	0.00e+00	1.0000e+00	1.1521e+00	0
PSRC1	 	121	0.00e+00	1.0000e+00	1.1519e+00	0
PSTPIP2	 	32	0.00e+00	1.0000e+00	1.1517e+00	0
PTBP2	 	195	0.00e+00	1.0000e+00	1.1515e+00	0
PTEN	 	240	0.00e+00	1.0000e+00	1.1513e+00	0
PTGES3	 	123	0.00e+00	1.0000e+00	1.1511e+00	0
PTGIS	 	53	0.00e+00	1.0000e+00	1.1509e+00	0
PTN	 	60	0.00e+00	1.0000e+00	1.1506e+00	0
PTP4A2	 	101	0.00e+00	1.0000e+00	1.1504e+00	0
PTPRD	 	460	0.00e+00	1.0000e+00	1.1502e+00	0
PTPRJ	 	58	0.00e+00	1.0000e+00	1.1500e+00	0
PTPRN2	 	5	0.00e+00	1.0000e+00	1.1498e+00	0
PTPRT	 	456	0.00e+00	1.0000e+00	1.1496e+00	0
PTRH1	 	68	0.00e+00	1.0000e+00	1.1494e+00	0
PTRHD1	 	94	0.00e+00	1.0000e+00	1.1492e+00	0
PTS	 	63	0.00e+00	1.0000e+00	1.1490e+00	0
PTX3	 	178	0.00e+00	1.0000e+00	1.1488e+00	0
PUS10	 	302	0.00e+00	1.0000e+00	1.1486e+00	0
PVRL1	 	43	0.00e+00	1.0000e+00	1.1483e+00	0
PXYLP1	 	252	0.00e+00	1.0000e+00	1.1481e+00	0
QDPR	 	146	0.00e+00	1.0000e+00	1.1479e+00	0
QSOX1	 	80	0.00e+00	1.0000e+00	1.1477e+00	0
QSOX2	 	101	0.00e+00	1.0000e+00	1.1475e+00	0
QTRTD1	 	97	0.00e+00	1.0000e+00	1.1473e+00	0
RAB10	 	173	0.00e+00	1.0000e+00	1.1471e+00	0
RAB11A	 	182	0.00e+00	1.0000e+00	1.1469e+00	0
RAB11FIP4	 	282	0.00e+00	1.0000e+00	1.1467e+00	0
RAB14	 	196	0.00e+00	1.0000e+00	1.1465e+00	0
RAB27B	 	117	0.00e+00	1.0000e+00	1.1463e+00	0
RAB28	 	130	0.00e+00	1.0000e+00	1.1461e+00	0
RAB29	 	143	0.00e+00	1.0000e+00	1.1459e+00	0
RAB2A	 	133	0.00e+00	1.0000e+00	1.1456e+00	0
RAB30	 	124	0.00e+00	1.0000e+00	1.1454e+00	0
RAB31	 	48	0.00e+00	1.0000e+00	1.1452e+00	0
RAB32	 	80	0.00e+00	1.0000e+00	1.1450e+00	0
RAB33B	 	64	0.00e+00	1.0000e+00	1.1448e+00	0
RAB37	 	69	0.00e+00	1.0000e+00	1.1446e+00	0
RAB3B	 	101	0.00e+00	1.0000e+00	1.1444e+00	0
RAB44	 	50	0.00e+00	1.0000e+00	1.1442e+00	0
RABEP1	 	129	0.00e+00	1.0000e+00	1.1440e+00	0
RABEP2	 	27	0.00e+00	1.0000e+00	1.1438e+00	0
RABL3	 	108	0.00e+00	1.0000e+00	1.1436e+00	0
RAD17	 	342	0.00e+00	1.0000e+00	1.1434e+00	0
RAD18	 	186	0.00e+00	1.0000e+00	1.1432e+00	0
RAD1	 	170	0.00e+00	1.0000e+00	1.1430e+00	0
RAD51B	 	194	0.00e+00	1.0000e+00	1.1428e+00	0
RAE1	 	271	0.00e+00	1.0000e+00	1.1425e+00	0
RALA	 	176	0.00e+00	1.0000e+00	1.1423e+00	0
RALGPS1	 	12	0.00e+00	1.0000e+00	1.1421e+00	0
RAMP2	 	56	0.00e+00	1.0000e+00	1.1419e+00	0
RANBP3L	 	192	0.00e+00	1.0000e+00	1.1417e+00	0
RAP2C	 	29	0.00e+00	1.0000e+00	1.1415e+00	0
RAPGEFL1	 	166	0.00e+00	1.0000e+00	1.1413e+00	0
RARB	 	109	0.00e+00	1.0000e+00	1.1411e+00	0
RASGRP3	 	333	0.00e+00	1.0000e+00	1.1409e+00	0
RASSF2	 	92	0.00e+00	1.0000e+00	1.1407e+00	0
RASSF4	 	99	0.00e+00	1.0000e+00	1.1405e+00	0
RASSF6	 	81	0.00e+00	1.0000e+00	1.1403e+00	0
RAVER2	 	139	0.00e+00	1.0000e+00	1.1401e+00	0
RBBP4	 	347	0.00e+00	1.0000e+00	1.1399e+00	0
RBBP5	 	356	0.00e+00	1.0000e+00	1.1397e+00	0
RBBP7	 	336	0.00e+00	1.0000e+00	1.1395e+00	0
RBBP9	 	114	0.00e+00	1.0000e+00	1.1393e+00	0
RBFOX1	 	93	0.00e+00	1.0000e+00	1.1391e+00	0
RBFOX2	 	201	0.00e+00	1.0000e+00	1.1388e+00	0
RBM34	 	130	0.00e+00	1.0000e+00	1.1386e+00	0
RBM41	 	167	0.00e+00	1.0000e+00	1.1384e+00	0
RBM42	 	124	0.00e+00	1.0000e+00	1.1382e+00	0
RBM44	 	372	0.00e+00	1.0000e+00	1.1380e+00	0
RBM48	 	123	0.00e+00	1.0000e+00	1.1378e+00	0
RBPMS	 	147	0.00e+00	1.0000e+00	1.1376e+00	0
RCC2	 	171	0.00e+00	1.0000e+00	1.1374e+00	0
RCHY1	 	100	0.00e+00	1.0000e+00	1.1372e+00	0
RCL1	 	271	0.00e+00	1.0000e+00	1.1370e+00	0
RCN1	 	97	0.00e+00	1.0000e+00	1.1368e+00	0
RCN2	 	128	0.00e+00	1.0000e+00	1.1366e+00	0
RCOR3	 	241	0.00e+00	1.0000e+00	1.1364e+00	0
RDH10	 	244	0.00e+00	1.0000e+00	1.1362e+00	0
RDH12	 	120	0.00e+00	1.0000e+00	1.1360e+00	0
REEP1	 	130	0.00e+00	1.0000e+00	1.1358e+00	0
REEP3	 	126	0.00e+00	1.0000e+00	1.1356e+00	0
RELA	 	105	0.00e+00	1.0000e+00	1.1354e+00	0
REL	 	330	0.00e+00	1.0000e+00	1.1352e+00	0
REM2	 	125	0.00e+00	1.0000e+00	1.1350e+00	0
RERG	 	170	0.00e+00	1.0000e+00	1.1348e+00	0
REXO2	 	126	0.00e+00	1.0000e+00	1.1346e+00	0
RFC3	 	239	0.00e+00	1.0000e+00	1.1344e+00	0
RFC4	 	150	0.00e+00	1.0000e+00	1.1342e+00	0
RFESD	 	57	0.00e+00	1.0000e+00	1.1340e+00	0
RFTN1	 	41	0.00e+00	1.0000e+00	1.1338e+00	0
RFWD2	 	518	0.00e+00	1.0000e+00	1.1335e+00	0
RFX3	 	432	0.00e+00	1.0000e+00	1.1333e+00	0
RFX4	 	422	0.00e+00	1.0000e+00	1.1331e+00	0
RFXANK	 	84	0.00e+00	1.0000e+00	1.1329e+00	0
RGCC	 	56	0.00e+00	1.0000e+00	1.1327e+00	0
RGN	 	119	0.00e+00	1.0000e+00	1.1325e+00	0
RGS13	 	80	0.00e+00	1.0000e+00	1.1323e+00	0
RGS17	 	73	0.00e+00	1.0000e+00	1.1321e+00	0
RGS18	 	185	0.00e+00	1.0000e+00	1.1319e+00	0
RGS21	 	75	0.00e+00	1.0000e+00	1.1317e+00	0
RGS7BP	 	137	0.00e+00	1.0000e+00	1.1315e+00	0
RGS7	 	315	0.00e+00	1.0000e+00	1.1313e+00	0
RGS8	 	103	0.00e+00	1.0000e+00	1.1311e+00	0
RGS9	 	179	0.00e+00	1.0000e+00	1.1309e+00	0
RHBDD1	 	131	0.00e+00	1.0000e+00	1.1307e+00	0
RHCG	 	88	0.00e+00	1.0000e+00	1.1305e+00	0
RHOJ	 	139	0.00e+00	1.0000e+00	1.1303e+00	0
RHOQ	 	98	0.00e+00	1.0000e+00	1.1301e+00	0
RHPN2	 	160	0.00e+00	1.0000e+00	1.1299e+00	0
RIMKLB	 	239	0.00e+00	1.0000e+00	1.1297e+00	0
RIMS3	 	136	0.00e+00	1.0000e+00	1.1295e+00	0
RIMS4	 	107	0.00e+00	1.0000e+00	1.1293e+00	0
RIPK4	 	14	0.00e+00	1.0000e+00	1.1291e+00	0
RLTPR	 	96	0.00e+00	1.0000e+00	1.1289e+00	0
RMDN1	 	116	0.00e+00	1.0000e+00	1.1287e+00	0
RMDN2	 	87	0.00e+00	1.0000e+00	1.1285e+00	0
RMND5A	 	178	0.00e+00	1.0000e+00	1.1283e+00	0
RNASEH2C	 	23	0.00e+00	1.0000e+00	1.1281e+00	0
RNASEL	 	270	0.00e+00	1.0000e+00	1.1279e+00	0
RND2	 	118	0.00e+00	1.0000e+00	1.1277e+00	0
RND3	 	81	0.00e+00	1.0000e+00	1.1275e+00	0
RNF114	 	67	0.00e+00	1.0000e+00	1.1273e+00	0
RNF11	 	94	0.00e+00	1.0000e+00	1.1271e+00	0
RNF122	 	54	0.00e+00	1.0000e+00	1.1269e+00	0
RNF128	 	167	0.00e+00	1.0000e+00	1.1267e+00	0
RNF141	 	223	0.00e+00	1.0000e+00	1.1265e+00	0
RNF144A	 	100	0.00e+00	1.0000e+00	1.1263e+00	0
RNF145	 	380	0.00e+00	1.0000e+00	1.1261e+00	0
RNF165	 	102	0.00e+00	1.0000e+00	1.1259e+00	0
RNF181	 	25	0.00e+00	1.0000e+00	1.1257e+00	0
RNF19B	 	297	0.00e+00	1.0000e+00	1.1255e+00	0
RNF24	 	102	0.00e+00	1.0000e+00	1.1253e+00	0
ROBO4	 	125	0.00e+00	1.0000e+00	1.1251e+00	0
ROR1	 	696	0.00e+00	1.0000e+00	1.1249e+00	0
ROS1	 	15	0.00e+00	1.0000e+00	1.1247e+00	0
RP1L1	 	89	0.00e+00	1.0000e+00	1.1245e+00	0
RPF2	 	245	0.00e+00	1.0000e+00	1.1243e+00	0
RPGR	 	87	0.00e+00	1.0000e+00	1.1241e+00	0
RPL15	 	168	0.00e+00	1.0000e+00	1.1239e+00	0
RPL24	 	142	0.00e+00	1.0000e+00	1.1237e+00	0
RPL30	 	59	0.00e+00	1.0000e+00	1.1235e+00	0
RPL37A	 	62	0.00e+00	1.0000e+00	1.1233e+00	0
RPP14	 	34	0.00e+00	1.0000e+00	1.1231e+00	0
RPRD1A	 	166	0.00e+00	1.0000e+00	1.1229e+00	0
RPRD1B	 	209	0.00e+00	1.0000e+00	1.1227e+00	0
RPS11	 	75	0.00e+00	1.0000e+00	1.1225e+00	0
RPS20	 	69	0.00e+00	1.0000e+00	1.1223e+00	0
RPS2	 	68	0.00e+00	1.0000e+00	1.1221e+00	0
RPS6KA3	 	658	0.00e+00	1.0000e+00	1.1219e+00	0
RPS6KL1	 	147	0.00e+00	1.0000e+00	1.1217e+00	0
RPS8	 	61	0.00e+00	1.0000e+00	1.1215e+00	0
RRAGB	 	192	0.00e+00	1.0000e+00	1.1213e+00	0
RRAGD	 	178	0.00e+00	1.0000e+00	1.1211e+00	0
RRAS2	 	105	0.00e+00	1.0000e+00	1.1209e+00	0
RRH	 	68	0.00e+00	1.0000e+00	1.1207e+00	0
RRNAD1	 	97	0.00e+00	1.0000e+00	1.1205e+00	0
RSAD1	 	49	0.00e+00	1.0000e+00	1.1203e+00	0
RSPH1	 	80	0.00e+00	1.0000e+00	1.1201e+00	0
RSPO1	 	96	0.00e+00	1.0000e+00	1.1199e+00	0
RSPO2	 	129	0.00e+00	1.0000e+00	1.1197e+00	0
RSPO3	 	174	0.00e+00	1.0000e+00	1.1195e+00	0
RSRP1	 	114	0.00e+00	1.0000e+00	1.1193e+00	0
RTFDC1	 	124	0.00e+00	1.0000e+00	1.1191e+00	0
RTN1	 	126	0.00e+00	1.0000e+00	1.1189e+00	0
RTTN	 	15	0.00e+00	1.0000e+00	1.1187e+00	0
RUNDC1	 	121	0.00e+00	1.0000e+00	1.1185e+00	0
RUNDC3B	 	241	0.00e+00	1.0000e+00	1.1183e+00	0
RUNX2	 	283	0.00e+00	1.0000e+00	1.1181e+00	0
RWDD1	 	77	0.00e+00	1.0000e+00	1.1179e+00	0
RWDD2A	 	141	0.00e+00	1.0000e+00	1.1177e+00	0
RWDD2B	 	185	0.00e+00	1.0000e+00	1.1175e+00	0
RWDD3	 	82	0.00e+00	1.0000e+00	1.1173e+00	0
RXRG	 	102	0.00e+00	1.0000e+00	1.1171e+00	0
S100A1	 	43	0.00e+00	1.0000e+00	1.1170e+00	0
S100A4	 	60	0.00e+00	1.0000e+00	1.1168e+00	0
S100G	 	33	0.00e+00	1.0000e+00	1.1166e+00	0
SAE1	 	191	0.00e+00	1.0000e+00	1.1164e+00	0
SAG	 	91	0.00e+00	1.0000e+00	1.1162e+00	0
SAMD15	 	124	0.00e+00	1.0000e+00	1.1160e+00	0
SAMD4B	 	212	0.00e+00	1.0000e+00	1.1158e+00	0
SAMD7	 	120	0.00e+00	1.0000e+00	1.1156e+00	0
SAP30	 	112	0.00e+00	1.0000e+00	1.1154e+00	0
SAR1A	 	173	0.00e+00	1.0000e+00	1.1152e+00	0
SAR1B	 	77	0.00e+00	1.0000e+00	1.1150e+00	0
SARAF	 	123	0.00e+00	1.0000e+00	1.1148e+00	0
SASS6	 	68	0.00e+00	1.0000e+00	1.1146e+00	0
SC5D	 	105	0.00e+00	1.0000e+00	1.1144e+00	0
SCAI	 	305	0.00e+00	1.0000e+00	1.1142e+00	0
SCAMP2	 	108	0.00e+00	1.0000e+00	1.1140e+00	0
SCAMP3	 	216	0.00e+00	1.0000e+00	1.1138e+00	0
SCARA5	 	8	0.00e+00	1.0000e+00	1.1136e+00	0
SCARB1	 	58	0.00e+00	1.0000e+00	1.1134e+00	0
SCARB2	 	179	0.00e+00	1.0000e+00	1.1132e+00	0
SCCPDH	 	217	0.00e+00	1.0000e+00	1.1130e+00	0
SCEL	 	250	0.00e+00	1.0000e+00	1.1128e+00	0
SCG5	 	163	0.00e+00	1.0000e+00	1.1126e+00	0
SCML2	 	102	0.00e+00	1.0000e+00	1.1124e+00	0
SCML4	 	80	0.00e+00	1.0000e+00	1.1122e+00	0
SCRN1	 	140	0.00e+00	1.0000e+00	1.1120e+00	0
SCYL3	 	154	0.00e+00	1.0000e+00	1.1119e+00	0
SDC2	 	108	0.00e+00	1.0000e+00	1.1117e+00	0
SDCCAG8	 	132	0.00e+00	1.0000e+00	1.1115e+00	0
SDR39U1	 	50	0.00e+00	1.0000e+00	1.1113e+00	0
SEC11C	 	33	0.00e+00	1.0000e+00	1.1111e+00	0
SEC14L5	 	237	0.00e+00	1.0000e+00	1.1109e+00	0
SEC16B	 	210	0.00e+00	1.0000e+00	1.1107e+00	0
SEC22A	 	87	0.00e+00	1.0000e+00	1.1105e+00	0
SEC23A	 	545	0.00e+00	1.0000e+00	1.1103e+00	0
SEC61A1	 	164	0.00e+00	1.0000e+00	1.1101e+00	0
SECISBP2L	 	211	0.00e+00	1.0000e+00	1.1099e+00	0
SELE	 	161	0.00e+00	1.0000e+00	1.1097e+00	0
SELL	 	91	0.00e+00	1.0000e+00	1.1095e+00	0
SEMA7A	 	9	0.00e+00	1.0000e+00	1.1093e+00	0
SENP1	 	226	0.00e+00	1.0000e+00	1.1091e+00	0
SEPT4	 	149	0.00e+00	1.0000e+00	1.1089e+00	0
SEPT6	 	103	0.00e+00	1.0000e+00	1.1087e+00	0
SEPT7	 	408	0.00e+00	1.0000e+00	1.1085e+00	0
SERINC5	 	128	0.00e+00	1.0000e+00	1.1083e+00	0
SERPINA11	 	144	0.00e+00	1.0000e+00	1.1082e+00	0
SERPINA7	 	68	0.00e+00	1.0000e+00	1.1080e+00	0
SERPINB8	 	159	0.00e+00	1.0000e+00	1.1078e+00	0
SERPINE1	 	206	0.00e+00	1.0000e+00	1.1076e+00	0
SERPINH1	 	7	0.00e+00	1.0000e+00	1.1074e+00	0
SERPINI1	 	224	0.00e+00	1.0000e+00	1.1072e+00	0
SERTAD4	 	101	0.00e+00	1.0000e+00	1.1070e+00	0
SESN1	 	272	0.00e+00	1.0000e+00	1.1068e+00	0
SESN2	 	173	0.00e+00	1.0000e+00	1.1066e+00	0
SESTD1	 	280	0.00e+00	1.0000e+00	1.1064e+00	0
SEZ6	 	104	0.00e+00	1.0000e+00	1.1062e+00	0
SF3B1	 	986	0.00e+00	1.0000e+00	1.1060e+00	0
SF3B4	 	392	0.00e+00	1.0000e+00	1.1058e+00	0
SF3B5	 	48	0.00e+00	1.0000e+00	1.1056e+00	0
SF3B6	 	93	0.00e+00	1.0000e+00	1.1054e+00	0
